Name,Price,Rating,Reviews,Category,Region,Type,ABV,IBU,Tasting_Notes,Food_Pairing,Suggested_Glassware,Suggested_Serving_Temperature,Calories Per Serving (12 Oz),Carbs Per Serving (12 Oz),Features
Thorn Brewing Relay IPA,13.79,,,IPA,"California, United States",,7.2%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Three Weavers Day Job Strong Pale Ale,12.99,,,Pale Ale,"California, United States",Independent Craft Brewer,5.6%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Hardywood Gingerbread Stout,6.0,4.6,1,Seasonal Beer,"Virginia, United States","Craft, Seasonal",9.2%,55,"Cinnamon, Creamy, Honey, Rich, Sweet, Thick",,,,,,
Collective Arts Circling the Sun Apple Cherry Cider,13.49,5,2,Cider,Canada,"Craft, Independent Craft Brewer",5.8%,,"Apple, Cherry, Crisp, Dry",,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
South City Ciderworks Original Blend,14.99,,,Cider,"California, United States",Craft,5.5%,,,"Pasta, Tomatoes, Cheese - Hard Aged","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Summit Peach Hard Cider,11.99,4,1,Cider,"Colorado, United States",Craft,6.5%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Pompette Rosé Hibiscus Hard Sparkling Water,12.09,,,Hard Seltzer,"New York, United States",Craft,5%,,,,Snifter/Goblet/Chalice,40-45° F,80,2,Gluten-Free
Bear Republic Sonoma Tart Ale,11.99,,,Sour / Wild Ale,"Sonoma County, United States",,5.2%,17,,,"Snifter/Goblet/Chalice, Stange",45-50° F,,,
Icarus We Want Gold IPA,19.99,,,New England / Hazy IPA,"New Jersey, United States",,8.1%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Proclamation Ale Derivative: Mosaic,16.99,3.3,2,American Pale Ale,"Rhode Island, United States",Craft,6%,,,,Pint Glass,45-50° F,,,
Sauza Agua Fuerte Mango,10.44,5,1,Hard Seltzer,Mexico,,5%,,,,Pint Glass,40-45° F,115,1,
Pegasus City Highpoint Porch Ale,10.52,,,English Pale Ale / Bitter / ESB,"Texas, United States",Craft,5.2%,,,,"Pint Glass, Stein/Pub Mug",50-55° F,,,
Anchor Brewing Fog Breaker IPA,10.99,,,IPA,"California, United States",Craft,6.8%,50,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Avery IPA,10.99,4.9,1,IPA,"Colorado, United States","Independent Craft Brewer, Craft",6.5%,69,"Bitter, Hoppy, Pine, Herbal","Fruit - Sweet, Tomatoes","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Avery Brewing Hop Pack,20.99,,,Variety Pack Beer,"Colorado, United States","Craft, Seasonal, Variety Pack",6%,,,,,,,,
Avery Maharaja Imperial IPA,8.99,4.8,4,Imperial / Double IPA,"Colorado, United States","Independent Craft Brewer, Craft",10%,102,"Strong, Malty, Hoppy, Thick","Cheese - Nutty & Semi-Firm, Pork",Snifter/Goblet/Chalice,50-55° F,,,
Icarus We Want Gold IPA,19.99,,,New England / Hazy IPA,"New Jersey, United States",,8.1%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Commonwealth Big Papi IPA,18.09,3.5,2,Imperial / Double IPA,"Virginia, United States",Craft,8%,,,,Snifter/Goblet/Chalice,50-55° F,,,
Itz Spritz Variety Pack,17.99,,,Variety Pack Beer,United States,"Independent Craft Brewer, Variety Pack",4.2%,,"Citrus, Crisp, Flavored, Floral, Fresh, Fruity, Honey, Light, Mint, Pear",,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",,140,14,Gluten-Free
Avery Hazyish IPA,11.99,4.8,1,IPA,"Colorado, United States","Independent Craft Brewer, Craft",6.5%,30,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Tecate Alta,3.99,5,3,American-Style Lager,Mexico,,4%,5,"Balanced, Crisp",,Pilsner Glass,35-40° F,85,2.4,
"Wild Nectar Hard Juice Variety Pack, Passionfruit Lime and Strawberry Guava",17.48,,,Hard Seltzer,"Colorado, United States",Craft,5%,,"Guava, Fruity, Passionfruit","Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Dessert - Vanilla & Caramel, Root Vegetables, Salads & Greens, Fruit - Citrus, Fruit - Sweet",,,,,Gluten-Free
Dos Equis Lager Lime & Salt,10.69,4.6,6,Pale Lager,Mexico,,4.2%,10,"Citrus, Flavored, Fruity, Light",,,,135,12,
Exhibit 'A' Sunday Paper Imperial Stout,18.99,,,Imperial Stout,"Massachusetts, United States",Craft,9.9%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Stone Scorpion Bowl IPA,6.59,4.6,4,IPA,"California, United States",Craft,7.5%,76,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Black Hog Coffee Milk Stout,12.5,,,Milk Stout,"Connecticut, United States",Independent Craft Brewer,5.5%,,,,Pint Glass,45-50° F,,,
Bear Republic Sonoma Tart Ale,11.99,,,Sour / Wild Ale,"Sonoma County, United States",,5.2%,17,,,"Snifter/Goblet/Chalice, Stange",45-50° F,,,
Horse And Dragon Adventure On IPA,11.99,,,IPA,"Colorado, United States",,7%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Jackie O's Who Cooks For You,14.29,,,Pale Ale,"Ohio, United States",,5.5%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Golden Road Brewing Dodgers Blonde Ale,3.74,,,Golden / Blonde Ale,"California, United States","Craft, Seasonal",4.8%,18,"Crisp, Light, Smooth",,Pint Glass,45-50° F,,,
"Wild Nectar Hard Juice Variety Pack, Passionfruit Lime and Strawberry Guava",17.48,,,Hard Seltzer,"Colorado, United States",Craft,5%,,"Guava, Fruity, Passionfruit","Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Dessert - Vanilla & Caramel, Root Vegetables, Salads & Greens, Fruit - Citrus, Fruit - Sweet",,,,,Gluten-Free
Hi Sign Brewing Wooderson IPA,11.26,,,IPA,"Texas, United States",Craft,6.5%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Virtue Cider Michigan Cherry,10.49,3.5,1,Cider,"Michigan, United States",,3.5%,,,,"Pint Glass, Snifter/Goblet/Chalice, Mason Jar",45-50° F,,,Gluten Reduced
Solemn Oath Butterfly Flashmob Belgian IPA,13.99,,,IPA,"Illinois, United States",Craft,7.5%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
"Bevy Long Drink Hard Sparkling Variety Pack Refresher, Cocktail Inspired",19.26,3.5,1,Hard Seltzer,"Massachusetts, United States",Variety Pack,5.8%,,"Berry, Citrus, Crisp, Smooth, Sweet",,Snifter/Goblet/Chalice,40-45° F,,,
Goose Island Bourbon County Blantons 2021,54.99,,,Stout,"Illinois, United States",,15.4%,,,,Pint Glass,45-50° F,,,
Cruz Blanca Vamos Lager,11.99,,,Lager,"Illinois, United States",,4.7%,,,,,,,,
UrbanTree Sweet Heat Haze Cider,13.19,,,Cider,"Georgia, United States","Craft, Independent Craft Brewer",5%,,"Apple, Balanced, Bold, Bright, Round, Spicy","Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Chicken, Dessert - Chocolate & Coffee, Fish - White, Nuts, Salads & Greens, Shellfish, Turkey",,,189,20,Gluten-Free
Reuben's Brews Mind The Gap IPA,12.49,,,IPA,"Washington, United States","Craft, Independent Craft Brewer",5.3%,35,,,Pint Glass,45-50° F,,,
Southern Tier Vanilla Whipp,15.38,4.5,1,IPA,"New York, United States",,6.5%,15,,,Snifter/Goblet/Chalice,45-50° F,,,
Hoppin' Frog B.O.R.I.S. The Crusher Oatmeal Imperial Stout,18.69,,,Oatmeal Stout,"Ohio, United States",,9.4%,,,,Pint Glass,45-50° F,,,
Portland Cider Pineapple Rosé Cider,14.99,,,Cider,"Oregon, United States",,5.2%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
Julian Harvest Apple Cider,12.99,,,Cider,"California, United States",,7%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
Anchor Brewing Fog Breaker IPA,10.99,,,IPA,"California, United States",Craft,6.8%,50,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Dos Equis Ranch Water Hard Seltzer,11.37,4.5,1,Hard Seltzer,Mexico,,4.5%,1,"Citrus, Crisp, Flavored",,Snifter/Goblet/Chalice,40-45° F,90,0,
Tecate,12.99,4.6,37,American-Style Lager,Mexico,,4.5%,14,"Light, Grainy, Bready, Bright","Chicken, Salads & Greens",Pint Glass,35-40° F,,,
Tecate Light,13.99,4.6,11,Light Lager,Mexico,,3.9%,7,"Crisp, Dry, Light","Nuts, Chicken",Pint Glass,35-40° F,110,7.9,
Austin Beerworks Megaflora,13.49,3.6,2,IPA,"Texas, United States",,7.9%,10,,,Snifter/Goblet/Chalice,45-50° F,,,
"Founders Panther Cub, Bourbon Barrel-Aged Porter Beer",16.49,,,Imperial Porter,"Michigan, United States",,9.2%,30,"Bold, Oak, Syrupy, Vanilla","Beef, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cured Meats, Dessert - Chocolate & Coffee, Dessert - Vanilla & Caramel, Duck & Game Bird, Fish - Meaty & Oily, Fruit - Dried, Lamb, Mushrooms, Nuts, Pork, Turkey",Snifter/Goblet/Chalice,45-50° F,,,
Untitled Art Florida Seltzer Black Cherry,16.99,,,Hard Seltzer,"Wisconsin, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,115,6,
Dos Equis Ambar,10.49,4.8,14,Amber / Vienna Lager,Mexico,,4.7%,22,"Caramel, Fresh, Honey, Roasted, Smooth, Toasty","Beef, Cheese - Nutty & Semi-Firm, Chicken, Fish - White, Pork","Pilsner Glass, Pint Glass",45-50° F,146,14,
Red Stripe,15.99,4.8,33,Pale Lager,Jamaica,,4.7%,23,"Light, Dry, Grainy",Nuts,Pint Glass,40-45° F,,,
New Belgium Mountain Time Premium Lager,13.99,4.7,3,American-Style Lager,"Colorado, United States","Craft, Sustainable",4.4%,15,"Crisp, Light","Fruit - Citrus, Mushrooms, Root Vegetables, Salads & Greens",Pint Glass,40-45° F,130,10,Kosher
Mast Landing Arizona Sun,18.99,,,Imperial / Double IPA,"Maine, United States",,8.1%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Urban Artifacts Sour Mixed Pack,23.99,,,Variety Pack Beer,"Ohio, United States",,4.8%,,,,,,,,
Untitled Art Florida Seltzer Blueberry,16.99,,,Hard Seltzer,"Wisconsin, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,,,
Strainge Beast Raspberry Golden Kiwi & Elderflower Hard Kombucha,14.99,,,Hard Kombucha,"California, United States",Independent Craft Brewer,40%,,"Balanced, Berry, Crisp, Floral, Fruity, Light, Sweet",,,,100,5,"Gluten-Free, Organic"
Cigar City Brewing Boat Drinks Mix,19.99,,,Variety Pack Beer,"Florida, United States",,6%,,,,,,,,
Drunk Fruit Yuzu Hard Seltzer,12.99,,,Hard Seltzer,"Virginia, United States",Craft,4.5%,,"Grapefruit, Smooth, Sour, Tart",,Snifter/Goblet/Chalice,40-45° F,95,4,
Pontoon New Wave Blonde Ale,10.98,,,Golden / Blonde Ale,"Georgia, United States",Craft,4.2%,5,"Dry, Light, Smooth",,Pint Glass,45-50° F,105,,
Golden Road Brewing Dodgers Blonde Ale,3.74,,,Golden / Blonde Ale,"California, United States","Craft, Seasonal",4.8%,18,"Crisp, Light, Smooth",,Pint Glass,45-50° F,,,
New Belgium Mountain Time Premium Lager,13.99,4.7,3,American-Style Lager,"Colorado, United States","Craft, Sustainable",4.4%,15,"Crisp, Light","Fruit - Citrus, Mushrooms, Root Vegetables, Salads & Greens",Pint Glass,40-45° F,130,10,Kosher
Pompette Rosé Hibiscus Hard Sparkling Water,12.09,,,Hard Seltzer,"New York, United States",Craft,5%,,,,Snifter/Goblet/Chalice,40-45° F,80,2,Gluten-Free
Goose Island Anniversary Bourbon County Stout 2020,42.89,,,Stout,"Illinois, United States",,15.2%,60,,,Pint Glass,45-50° F,,,
Keel Farms Brewery Mongo Cider,12.24,,,Cider,"Florida, United States",,5.3%,,,,,,,,
Mighty Swell Blackberry Spiked Seltzer,10.52,4.6,1,Hard Seltzer,"Texas, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,100,3,"Gluten-Free, Kosher"
East Brother Beer Co. Oatmeal Stout,11.99,,,Oatmeal Stout,"California, United States","Craft, Independent Craft Brewer",5.4%,16,"Chocolate, Dark Fruit, Roasted",,Pint Glass,45-50° F,,,
Two Robbers Orange Mango 19.2oz Can,3.5,,,Hard Seltzer,"Pennsylvania, United States",Craft,5.2%,,"Citrus, Dry, Fresh, Fruity, Tropical",,Snifter/Goblet/Chalice,40-45° F,110,1,Gluten-Free
Squatters Hop Rising Texas Twist DIPA,10.52,,,Imperial / Double IPA,"Utah, United States",,9%,72,,,Snifter/Goblet/Chalice,45-50° F,,,
Long Trail Little Anomaly IPA,19.49,,,IPA,"Vermont, United States",,3.8%,,,,Snifter/Goblet/Chalice,45-50° F,,,
COOP Ale Works DNR,10.99,,,Belgian Strong Ale,"Oklahoma, United States",,10%,30,,,Snifter/Goblet/Chalice,45-50° F,,,
White Claw Tangerine Hard Seltzer,2.11,,,Hard Seltzer,"Illinois, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,,,
Wachusett Wally Juiced,12.99,,,New England / Hazy IPA,"Massachusetts, United States",,7%,70,,,Snifter/Goblet/Chalice,45-50° F,,,
Terrapin Peach Dreamsicle,15.99,,,Imperial / Double IPA,"Georgia, United States",,7.9%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Hudson North Toasted Pumpkin Cider,16.59,,,Cider,"New York, United States",,5%,,,,,,,,
Hudson North Toasted Pumpkin Cider,16.59,,,Cider,"New York, United States",,5%,,,,,,,,
Two Robbers Orange Mango 19.2oz Can,3.5,,,Hard Seltzer,"Pennsylvania, United States",Craft,5.2%,,"Citrus, Dry, Fresh, Fruity, Tropical",,Snifter/Goblet/Chalice,40-45° F,110,1,Gluten-Free
Mighty Swell Blackberry Spiked Seltzer,10.52,4.6,1,Hard Seltzer,"Texas, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,100,3,"Gluten-Free, Kosher"
Summit Slugfest IPA,16.89,,,IPA,"Minnesota, United States",,4.7%,38,,,Snifter/Goblet/Chalice,45-50° F,,,
White Claw Tangerine Hard Seltzer,2.11,,,Hard Seltzer,"Illinois, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,,,
Wachusett Wally Juiced,12.99,,,New England / Hazy IPA,"Massachusetts, United States",,7%,70,,,Snifter/Goblet/Chalice,45-50° F,,,
Terrapin Peach Dreamsicle,15.99,,,Imperial / Double IPA,"Georgia, United States",,7.9%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Shiner Straight Shooter Hard Seltzer,17.34,4.4,2,Hard Seltzer,"Texas, United States","Craft, Independent Craft Brewer, Variety Pack",4.5%,,,,Snifter/Goblet/Chalice,40-45° F,100,3,
Voodoo Ranger Juice Force Hazy Imperial IPA,12.99,4.5,42,Imperial / Double IPA,"Colorado, United States",Craft,9.5%,30,"Citrus, Fruity, Hoppy, Passionfruit","Beef, Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Cured Meats, Root Vegetables, Salads & Greens",Snifter/Goblet/Chalice,45-50° F,,,Kosher
No-Li Corner Coast Golden Ale,10.99,,,Golden / Blonde Ale,"Washington, United States","Craft, Independent Craft Brewer",4.8%,20,,,Pint Glass,45-50° F,,,
Wrecking Ball Imperial Stout,13.49,,,Imperial Stout,"Washington, United States",,9.5%,50,,,Snifter/Goblet/Chalice,50-55° F,,,
COOP Ale Works DNR,10.99,,,Belgian Strong Ale,"Oklahoma, United States",,10%,30,,,Snifter/Goblet/Chalice,45-50° F,,,
Keel Farms Brewery Mongo Cider,12.24,,,Cider,"Florida, United States",,5.3%,,,,,,,,
Glacial Till Original Cider,10.99,,,Cider,"Nebraska, United States",,5.5%,,,,,,,,
East Brother Beer Co. Oatmeal Stout,11.99,,,Oatmeal Stout,"California, United States","Craft, Independent Craft Brewer",5.4%,16,"Chocolate, Dark Fruit, Roasted",,Pint Glass,45-50° F,,,
Joose Blackberry,3.1,,,Malt Liquor,"California, United States",,14%,,,,Pint Glass,35-40° F,,,
Westmalle Dubbel Trappist Gift Pack,26.49,,,Belgian-Style Ale,Belgium,,7%,24,,,Snifter/Goblet/Chalice,45-50° F,,,
Voodoo Ranger Juicy Haze IPA,12.69,4.8,29,New England / Hazy IPA,"Colorado, United States",Craft,7.5%,42,"Creamy, Hoppy","Cheese - Blue, Cheese - Creamy & Bloomy, Dessert - Vanilla & Caramel, Fish - Meaty & Oily, Mushrooms, Root Vegetables","Pint Glass, Snifter/Goblet/Chalice",45-50° F,230,16,Kosher
Summit Blackberry Cobbler Hard Cider,12.99,,,Cider,"Colorado, United States",,6.5%,,,,,,,,
Breckenridge Brewery Christmas Ale,12.99,,,Winter Warmer,"Colorado, United States","Craft, Seasonal",7.1%,22,"Caramel, Chocolate, Malty, Spicy",,Snifter/Goblet/Chalice,50-55° F,,,
Goose Island Beer Company Christmas IPA,10.99,4.6,1,IPA,"Illinois, United States",,7.5%,38,,,Snifter/Goblet/Chalice,45-50° F,,,
Drunk Fruit Yuzu Hard Seltzer,12.99,,,Hard Seltzer,"Virginia, United States",Craft,4.5%,,"Grapefruit, Smooth, Sour, Tart",,Snifter/Goblet/Chalice,40-45° F,95,4,
Drake's Flyway Pils,2.0,,,Pilsner,United States,"Craft, Independent Craft Brewer",4.5%,43,"Bright, Crisp, Light, Tropical","Beef, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Chicken, Cured Meats, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Lamb, Pasta, Pork, Salads & Greens, Turkey",Pilsner Glass,40-45° F,,,
ANXO Hereford Gold,16.99,,,Cider,"Washington, DC, United States","Craft, Independent Craft Brewer",6.9%,,Dry,,,,155,5,Gluten-Free
Ficks Real Fruit Hard Seltzer Variety Pack,19.99,5,1,Hard Seltzer,"California, United States",Variety Pack,5%,,"Berry, Bold, Bright, Citrus, Crisp, Dark Fruit, Flavored, Floral, Fresh, Fruity, Grapefruit, Light, Rich, Smooth, Sweet, Tart, Tropical Fruit","Beef, Cheese - Creamy & Bloomy, Cheese - Hard Aged, Chicken, Cured Meats, Dessert - Fruit, Duck & Game Bird, Fish - White, Fruit - Citrus, Nuts, Pasta, Root Vegetables, Salads & Greens, Shellfish, Turkey",Snifter/Goblet/Chalice,40-45° F,100,1,Gluten-Free
Fort George Fanzine IPA,15.39,,,IPA,"Washington, United States",,6.7%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Flying Embers Variety Pack Hard Kombucha,26.49,4.4,4,Hard Kombucha,"California, United States",Variety Pack,6.9%,,"Bright, Citrus, Crisp, Fresh",,,,,,Organic
Flying Embers Bubbly Brut Nature Hard Kombucha,17.99,,,Hard Kombucha,"California, United States",,6.9%,,,,,,,,
Flying Embers Botanicals & Bitters Variety Pack Hard Seltzer,29.99,4.6,4,Hard Seltzer,"California, United States",Variety Pack,5%,,"Bright, Cherry, Floral, Fresh, Fruity, Passionfruit, Rose Petal, Tropical Fruit",,Snifter/Goblet/Chalice,40-45° F,95,0,Organic
4 Noses Strawberry Velvet IPA,16.49,,,IPA,"Colorado, United States",,6.5%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Bearded Iris Wavelength,15.99,,,Imperial / Double IPA,"Tennessee, United States",,8.3%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Noon Whistle Leisel Weapon,11.99,,,Hefeweizen,"Illinois, United States",,5.2%,,,,Weizen Glass,45-50° F,,,
Flying Embers Variety Pack Hard Seltzer,21.99,4.2,3,Hard Seltzer,United States,Variety Pack,5%,,"Berry, Bright, Cherry, Citrus, Floral, Fresh, Fruity, Passionfruit, Rose Petal, Tropical, Tropical Fruit, Watermelon",,Snifter/Goblet/Chalice,40-45° F,95,0,"Gluten-Free, Organic"
Flying Embers Sweet & Heat Variety Pack Hard Seltzer,12.99,4.5,4,Hard Seltzer,"California, United States",Variety Pack,5%,,"Citrus, Crisp, Fresh, Fruity, Guava, Pineapple, Spicy, Watermelon",,Snifter/Goblet/Chalice,40-45° F,,,Organic
Voodoo Ranger Imperial IPA,12.99,4.7,77,Imperial / Double IPA,"Colorado, United States",Craft,9%,70,"Bitter, Citrus, Hoppy, Strong","Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Cured Meats, Fish - Meaty & Oily, Mushrooms, Root Vegetables",Snifter/Goblet/Chalice,50-55° F,250,17,Kosher
Avery Brewing Hop Pack,20.99,,,Variety Pack Beer,"Colorado, United States","Craft, Seasonal, Variety Pack",6%,,,,,,,,
Breckenridge Brewery Christmas Ale,12.99,,,Winter Warmer,"Colorado, United States","Craft, Seasonal",7.1%,22,"Caramel, Chocolate, Malty, Spicy",,Snifter/Goblet/Chalice,50-55° F,,,
Drunk Fruit Yuzu Hard Seltzer,12.99,,,Hard Seltzer,"Virginia, United States",Craft,4.5%,,"Grapefruit, Smooth, Sour, Tart",,Snifter/Goblet/Chalice,40-45° F,95,4,
No-Li Corner Coast Golden Ale,10.99,,,Golden / Blonde Ale,"Washington, United States","Craft, Independent Craft Brewer",4.8%,20,,,Pint Glass,45-50° F,,,
White Claw Tangerine Hard Seltzer,2.11,,,Hard Seltzer,"Illinois, United States",,5%,,,,Snifter/Goblet/Chalice,40-45° F,,,
Keel Farms Brewery Mongo Cider,12.24,,,Cider,"Florida, United States",,5.3%,,,,,,,,
COOP Ale Works DNR,10.99,,,Belgian Strong Ale,"Oklahoma, United States",,10%,30,,,Snifter/Goblet/Chalice,45-50° F,,,
Shiner Straight Shooter Hard Seltzer,17.34,4.4,2,Hard Seltzer,"Texas, United States","Craft, Independent Craft Brewer, Variety Pack",4.5%,,,,Snifter/Goblet/Chalice,40-45° F,100,3,
Voodoo Ranger Juicy Haze IPA,12.69,4.8,29,New England / Hazy IPA,"Colorado, United States",Craft,7.5%,42,"Creamy, Hoppy","Cheese - Blue, Cheese - Creamy & Bloomy, Dessert - Vanilla & Caramel, Fish - Meaty & Oily, Mushrooms, Root Vegetables","Pint Glass, Snifter/Goblet/Chalice",45-50° F,230,16,Kosher
Wachusett Wally Juiced,12.99,,,New England / Hazy IPA,"Massachusetts, United States",,7%,70,,,Snifter/Goblet/Chalice,45-50° F,,,
Belching Beaver Fall Of Troy Milkshake Double Ipa,14.99,,,Imperial / Double IPA,"California, United States",,8.8%,88,,,Snifter/Goblet/Chalice,45-50° F,,,
Boulevard Space Camper Gigahop IPA,10.99,,,IPA,"Missouri, United States",,5.9%,60,,,Snifter/Goblet/Chalice,45-50° F,,,
Metazoa Nap In the Hammock,11.99,,,Cream Ale,"Indiana, United States",,4.8%,17,"Crisp, Light",,Pint Glass,45-50° F,,,
Boulevard x Athletic Brewing Collaboration - Flying Start Non-Alcoholic IPA,10.99,3,1,IPA,"Missouri, United States",Non-Alcoholic,0.5%,49,,,Snifter/Goblet/Chalice,45-50° F,,,
(512) Pale Ale,9.46,,,Pale Ale,"Texas, United States",,5.8%,30,,,Pint Glass,45-50° F,,,
Austin Beerworks Megaflora,13.49,3.6,2,IPA,"Texas, United States",,7.9%,10,,,Snifter/Goblet/Chalice,45-50° F,,,
Strainge Beast Raspberry Golden Kiwi & Elderflower Hard Kombucha,14.99,,,Hard Kombucha,"California, United States",Independent Craft Brewer,40%,,"Balanced, Berry, Crisp, Floral, Fruity, Light, Sweet",,,,100,5,"Gluten-Free, Organic"
Urban Artifacts Sour Mixed Pack,23.99,,,Variety Pack Beer,"Ohio, United States",,4.8%,,,,,,,,
Colima Colimita Lager,10.99,5,1,Lager,Mexico,,4.2%,25,,,,,,,
Goose Island Anniversary Bourbon County Stout 2020,42.89,,,Stout,"Illinois, United States",,15.2%,60,,,Pint Glass,45-50° F,,,
Flying Dog Family Drama Imperial Pilsner,13.19,4.5,1,Imperial Pilsner,"Delaware, United States",,8.4%,,,,Pilsner Glass,40-45° F,,,
Summit Blackberry Cobbler Hard Cider,12.99,,,Cider,"Colorado, United States",,6.5%,,,,,,,,
Cigar City Brewing Boat Drinks Mix,19.99,,,Variety Pack Beer,"Florida, United States",,6%,,,,,,,,
Avery Maharaja Imperial IPA,8.99,4.8,4,Imperial / Double IPA,"Colorado, United States","Independent Craft Brewer, Craft",10%,102,"Strong, Malty, Hoppy, Thick","Cheese - Nutty & Semi-Firm, Pork",Snifter/Goblet/Chalice,50-55° F,,,
Avery IPA,10.99,4.9,1,IPA,"Colorado, United States","Independent Craft Brewer, Craft",6.5%,69,"Bitter, Hoppy, Pine, Herbal","Fruit - Sweet, Tomatoes","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
